,taxon.name,taxon.id,taxon.rank,count,taxon.observations_count,taxon.ancestor_ids
19119,Inosperma viridipes,1194358,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 1090285, 1194358]"
19120,Penicillium sizovae,1194406,species,1,1,"[48460, 47170, 48250, 372740, 117868, 372776, 152547, 791866, 194449, 1148196, 1148241, 1194406]"
19121,Stigmatomyces geomyzae,1194703,species,1,1,"[48460, 47170, 48250, 372740, 152029, 152530, 337770, 496460, 1194703]"
19122,Amyloflagellula,1194765,genus,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 1194765]"
19123,Pseudosperma orbatum,1195761,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 1112464, 1195761]"
19124,Cortinarius conicus,1196409,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1196409]"
19125,Phomatospora minutissima,1197474,species,1,1,"[48460, 47170, 48250, 372740, 53539, 977794, 792539, 792540, 374416, 1197474]"
19126,Amandinea delangei,1197870,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 117923, 155084, 1197870]"
19127,Rugiboletus andinus,1198011,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 854756, 1198011]"
19128,Entoloma albinellum,1199188,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1199188]"
19129,Uromycladium farinosae,1199531,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151319, 129295, 375285, 1199531]"
19130,Plenodomus visci,1199769,species,1,1,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 327992, 375063, 1199769]"
19131,Diaporthe leucospermi,1200686,species,1,1,"[48460, 47170, 48250, 372740, 53539, 977794, 49189, 209162, 209161, 1200686]"
19132,Acrospermum maxonii,1201223,species,1,1,"[48460, 47170, 48250, 372740, 55174, 152532, 373248, 374446, 1201223]"
19133,Protubera canescens,1203243,species,1,1,"[48460, 47170, 47169, 492000, 50814, 891028, 152592, 416436, 374417, 1203243]"
19134,Crepidotus carpaticus,1203676,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 1203676]"
19135,Puccinia paederiae,1204389,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 1204389]"
19136,Lepiota pilodes,1205275,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 1205275]"
19137,Entoloma cyaneonitum,1205483,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1395193, 1205483]"
19138,Cantharellus ochraceoravus,1205625,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 47348, 1205625]"
19139,Flammocladiella anomiae,1205646,species,1,1,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 1205644, 1205613, 1205646]"
19140,Peniophorella rude,1205787,species,1,1,"[48460, 47170, 47169, 492000, 50814, 57519, 1468074, 328285, 1205787]"
19141,Fulvifomes fastuosus,1205806,species,1,1,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 179097, 1205806]"
19142,Moelleriella evansii,1206024,species,1,1,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 123254, 330805, 1206024]"
19143,Diaporthe impulsa,1208399,species,1,1,"[48460, 47170, 48250, 372740, 53539, 977794, 49189, 209162, 209161, 1208399]"
19144,Fulvifomes nilgheriensis,1211411,species,1,1,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 179097, 1211411]"
19145,Peziza pudicella,1215154,species,1,1,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 57372, 1215154]"
19146,Psoromaria rosulata,1218641,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 69220, 1211405, 1218641]"
19147,Xylaria escharoidea,1218686,species,1,1,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 55268, 1441295, 1218686]"
19148,Pyrenopolyporus hunteri,1220339,species,1,1,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 1220325, 1220339]"
19149,Phyllosticta cotoneastri,1221914,species,1,1,"[48460, 47170, 48250, 372740, 55174, 143718, 791584, 319634, 1221914]"
19150,Anthostomella nypensis,1223038,species,1,1,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 354180, 1223038]"
19151,Kluyveromyces,1223150,genus,1,1,"[48460, 47170, 48250, 793974, 83715, 83716, 200006, 1223150]"
19152,Pseudopithomyces chartarum,1223287,species,1,1,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 353178, 1223290, 1223287]"
19153,Aspergillus restrictus,1223336,species,1,1,"[48460, 47170, 48250, 372740, 117868, 372776, 152547, 791866, 155033, 1223336]"
19154,Hymenoscyphus sinicus,1223382,species,1,1,"[48460, 47170, 48250, 372740, 55523, 49073, 49074, 328023, 1223382]"
19155,Amanita conicoverrucosa,1224453,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142605, 1224453]"
19156,Cortinarius glaucopoides,1224472,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1224472]"
19157,Polyporus lepideus,1224877,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 50884, 1224877]"
19158,Mycena hyalinotricha,1225464,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1225464]"
19159,Clavaria phycophila,1225776,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128526, 49461, 53886, 1225776]"
19160,Ophiocordyceps retorta,1226030,species,1,1,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 179204, 179205, 1226030]"
19161,Phyllosticta thujae,1226405,species,1,1,"[48460, 47170, 48250, 372740, 55174, 143718, 791584, 319634, 1226405]"
19162,Infundibulicybe hongyinpan,1226676,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1180517, 451027, 1226676]"
19163,Acrodontium luzulae,1226777,species,1,1,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 357735, 374443, 1226777]"
19164,Wallemia mellicola,1226955,species,1,1,"[48460, 47170, 47169, 1110629, 152044, 152566, 499624, 499625, 1226955]"
19165,Mortierella simplex,1226968,species,1,1,"[48460, 47170, 55113, 794030, 794031, 153138, 200104, 200105, 1226968]"
19166,Diaporthella,1227173,genus,1,1,"[48460, 47170, 48250, 372740, 53539, 977794, 49189, 1227173]"
19167,Gymnosporangium corniforme,1227182,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 1151238, 121688, 1227182]"
19168,Gymnosporangium biseptatum,1227184,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 1151238, 121688, 1227184]"
19169,Rosellinula frustulosae,1227192,species,1,1,"[48460, 47170, 48250, 372740, 55174, 175016, 1227192]"
19170,Stigmidium rouxianum,1227207,species,1,1,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 175021, 1227207]"
19171,Leccinellum viscosum,1227290,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 332503, 1227290]"
19172,Cortinarius spisnii,1227470,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1227470]"
19173,Xanthocarpia interfulgens,1227801,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232042, 532698, 1227801]"
19174,Cyanosporus arbuti,1228451,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 1415510, 959236, 1228451]"
19175,Cyanosporus auricomus,1228452,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 1415510, 959236, 1228452]"
19176,Cyanosporus comatus,1228456,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 1415510, 959236, 1228456]"
19177,Perenniporia aurantiaca,1228716,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 353024, 1228716]"
19178,Cladonia salzmannii,1228986,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 49489, 49490, 1228986]"
19179,Amanita subpallidorosea,1229052,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 926048, 1229052]"
19180,Mimeomyces,1229515,genus,1,1,"[48460, 47170, 48250, 372740, 152029, 152530, 337770, 1229515]"
19181,Physisporinus eminens,1229529,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 53715, 375048, 1229529]"
19182,Hypomyces samuelsii,1230210,species,1,1,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 48247, 48246, 1230210]"
19183,Puccinia lactucarum,1230362,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 1230362]"
19184,Megasporoporia bannaensis,1230634,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 202429, 1230634]"
19185,Laetiporus ailaoshanensis,1230647,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 895657, 48431, 1230647]"
19186,Luteoporia albomarginata,1230650,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 118046, 1230651, 1230650]"
19187,Tolypocladium paradoxum,1231134,species,1,1,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 179204, 375252, 1231134]"
19188,Puccinia ferulae,1231201,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 1231201]"
19189,Thyronectria strobi,1231473,species,1,1,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 118017, 375249, 1231473]"
19190,Psilocybe chuxiongensis,1231521,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 54026, 1231521]"
19191,Phragmidium devastatrix,1231561,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 71043, 205077, 1231561]"
19192,Hodophilus peckianus,1232318,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128526, 49461, 499940, 1232318]"
19193,Teloschistopsis eudoxa,1232376,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232043, 1232374, 1232376]"
19194,Teloschistopsis chrysocarpoides,1232377,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232043, 1232374, 1232377]"
19195,Blastenia hungarica,1232391,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232041, 378775, 1232391]"
19196,Dufourea hirsuta,1232431,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232042, 502154, 1232431]"
19197,Gallowayella tibellii,1232434,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232042, 174748, 1232434]"
19198,Scleroderma columnare,1232892,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 55928, 55929, 1232892]"
19199,Fibroporia norrlandica,1233703,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 55974, 352295, 1233703]"
19200,Aspergillus conicus,1233758,species,1,1,"[48460, 47170, 48250, 372740, 117868, 372776, 152547, 791866, 155033, 1233758]"
19201,Sclerococcum athallinum,1234217,species,1,1,"[48460, 47170, 48250, 372740, 117868, 1094472, 1094473, 176059, 903263, 1234217]"
19202,Ochroconis musae,1234373,species,1,1,"[48460, 47170, 48250, 372740, 55174, 504101, 504102, 374973, 1234373]"
19203,Botryobasidium rubiginosum,1235318,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47350, 118044, 118045, 1235318]"
19204,Lecidea uniformis,1236460,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 125752, 154106, 154107, 1236460]"
19205,Pseudohydnum brunneiceps,1236568,species,1,1,"[48460, 47170, 47169, 492000, 50814, 50815, 54165, 1236568]"
19206,Entoloma subgracile,1237091,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1395193, 1237091]"
19207,Rhizopus arrhizus,1237450,species,1,1,"[48460, 47170, 55113, 794033, 794035, 123763, 794036, 123765, 1237450]"
19208,Sphaceloma symphoricarpi,1237667,species,1,1,"[48460, 47170, 48250, 372740, 55174, 1037788, 152538, 330806, 374719, 1237667]"
19209,Septoria lepidii,1237890,species,1,1,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 327977, 1237890]"
19210,Pseudocercospora bischofiae,1238256,species,1,1,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 327969, 1238256]"
19211,Crepidotus fuscus,1238684,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 1238684]"
19212,Skyttea pertusariicola,1238773,species,1,1,"[48460, 47170, 48250, 372740, 55523, 49073, 559696, 174926, 1238773]"
19213,Coenogonium australiense,1238862,species,1,1,"[48460, 47170, 48250, 372740, 54743, 793487, 117956, 117959, 132205, 1238862]"
19214,Helicobasidium brebissonii,1238864,species,1,2,"[48460, 47170, 47169, 416490, 69967, 118030, 118031, 118029, 1238864]"
19215,Myxarium varium,1238865,species,1,1,"[48460, 47170, 47169, 492000, 50814, 50815, 373315, 374950, 1238865]"
19216,Scytinium ferax,1238875,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 117961, 526743, 1238875]"
19217,Ramularia cephalanthi,1238971,species,1,1,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 375127, 1238971]"
19218,Cercospora uromycestri,1239045,species,1,1,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 327955, 1239045]"
19219,Arachnopeziza major,1239094,species,1,1,"[48460, 47170, 48250, 372740, 55523, 49073, 791901, 353333, 1239094]"
19220,Lachnum flavidulum,1239111,species,1,1,"[48460, 47170, 48250, 372740, 55523, 49073, 791164, 203705, 1239111]"
19221,Pterulicium epiphyllum,1239234,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 328239, 1181458, 1239234]"
19222,Phaeopterula juruensis,1239238,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 328239, 1238204, 1239238]"
19223,Pterulicium nanum,1239241,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 328239, 1181458, 1239241]"
19224,Foraminispora yunnanensis,1239298,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 895570, 1239298]"
19225,Nemania chestersii,1239571,species,1,1,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 353046, 1239571]"
19226,Trematosphaeria wegeliniana,1239572,species,1,1,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 791694, 352850, 1239572]"
19227,Tympanis rhoina,1239631,species,1,1,"[48460, 47170, 48250, 372740, 55523, 58671, 738902, 375277, 1239631]"
19228,Cyphellophora,1239707,genus,1,1,"[48460, 47170, 48250, 372740, 117868, 1094471, 152545, 791858, 1239707]"
19229,Redonia chilena,1239811,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 117923, 1239810, 1239811]"
19230,Arrhenia subglobisemen,1240268,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135219, 1135221, 67344, 1240268]"
19231,Pleospora dichondrae,1240415,species,1,1,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 327993, 360252, 1240415]"
19232,Gymnopilus subsapineus,1240964,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 83198, 1240964]"
19233,Lathagrium latzelii,1242719,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 117961, 464241, 1242719]"
19234,Urocystis carcinodes,1242729,species,1,1,"[48460, 47170, 47169, 951335, 83712, 372832, 352979, 352977, 1242729]"
19235,Favolaschia dealbata,1243188,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 83577, 1243188]"
19236,Favolaschia gaillardii,1243192,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 83577, 1243192]"
19237,Favolaschia macropora,1243194,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 83577, 1243194]"
19238,Polycauliona thamnodes,1243230,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232042, 463984, 1243230]"
19239,Parasola cuniculorum,1243635,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 56311, 1243635]"
19240,Coprinopsis subdomestica,1244147,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 48522, 1179975, 1244147]"
19241,Cortinarius myrtilliphilus,1244238,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1244238]"
19242,Melampsora ari-salicina,1244270,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151228, 179929, 179921, 1244270]"
19243,Parapterulicium,1244481,genus,1,1,"[48460, 47170, 47169, 492000, 50814, 48341, 202460, 1244481]"
19244,Baltazaria galactina,1244487,species,1,1,"[48460, 47170, 47169, 492000, 50814, 48341, 202460, 1244486, 1244487]"
19245,Geastrum senoretiae,1245599,species,1,1,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085908, 1245599]"
19246,Hebeloma catalaunicum,1246125,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 192716, 1370547, 1246125]"
19247,Geastrum benitoi,1246393,species,1,1,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085879, 1085880, 1246393]"
19248,Geastrum meridionale,1246394,species,1,1,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085879, 1085887, 1246409, 1246394]"
19249,Geastrum kuharii,1246399,species,1,1,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085879, 1085885, 1246399]"
19250,Disaeta arbuti,1246405,species,1,1,"[48460, 47170, 48250, 372740, 53539, 792674, 791371, 792302, 1246403, 1246405]"
19251,Geastrum plicatum,1246408,species,1,1,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085879, 1085887, 1246409, 1246408]"
19252,Zetiasplozna cordylines,1246839,species,1,1,"[48460, 47170, 48250, 372740, 53539, 792674, 791371, 792302, 1246836, 1246839]"
19253,Mollisia pinicola,1246991,species,1,1,"[48460, 47170, 48250, 372740, 55523, 49073, 792118, 118025, 1246991]"
19254,Simocybe tiliophila,1246992,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 328220, 1246992]"
19255,Tricholoma subumbrinum,1247093,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1247093]"
19256,Caloplaca syvashica,1247886,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232041, 69163, 1247886]"
19257,Phallus glutinolens,1248630,species,1,1,"[48460, 47170, 47169, 492000, 50814, 891028, 48708, 51136, 54593, 1248630]"
19258,Craterellus niger,1248632,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48611, 1248632]"
19259,Ophiocordyceps neonutans,1248684,species,1,1,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 179204, 179205, 1248684]"
19260,Austroparmelina pruinata,1249220,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 379714, 1249220]"
19261,Gymnopus eneficola,1249338,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 1249338]"
19262,Cortinarius levisporus,1249760,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1249760]"
19263,Lindquistia indica,1250288,species,1,2,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 972149, 1250288]"
19264,Tulostoma ridleyi,1250922,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181092, 60903, 1250922]"
19265,Metarhizium viridulum,1251210,species,1,1,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 123254, 328137, 1251210]"
19266,Tridentaria implicans,1251639,species,1,1,"[48460, 47170, 48250, 1174526, 1251639]"
19267,Xylaria melanaxis,1251652,species,1,1,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 55268, 1251652]"
19268,Coprinopsis babosiae,1252180,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 48522, 1180062, 1252180]"
19269,Psilachnum chrysostigmum,1252218,species,1,1,"[48460, 47170, 48250, 372740, 55523, 49073, 791564, 352990, 1252218]"
19270,Calycina discreta,1252219,species,1,1,"[48460, 47170, 48250, 372740, 55523, 49073, 791564, 359415, 1252219]"
19271,Belonidium aeruginosum,1252243,species,1,1,"[48460, 47170, 48250, 372740, 55523, 49073, 791164, 328025, 1252243]"
19272,Mollisia velenovskyi,1252326,species,1,1,"[48460, 47170, 48250, 372740, 55523, 49073, 792118, 118025, 1252326]"
19273,Trichopezizella relicina,1252359,species,1,1,"[48460, 47170, 48250, 372740, 55523, 49073, 1021377, 834331, 1252359]"
19274,Trullula olivascens,1252374,species,1,1,"[48460, 47170, 48250, 372740, 1251689, 1252374]"
19275,Puccinia elymi,1252591,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 1252591]"
19276,Mycena fusipes,1253404,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1253404]"
19277,Tremella anaptychiae,1253745,species,1,1,"[48460, 47170, 47169, 492000, 83737, 48530, 48531, 48532, 1253745]"
19278,Acarospora epithallina,1253966,species,1,1,"[48460, 47170, 48250, 372740, 54743, 794230, 117930, 117931, 117932, 1253966]"
19279,Geastrum diosiae,1254455,species,1,1,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085861, 1085863, 1254455]"
19280,Leucoagaricus bonii,1254464,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 119985, 1254464]"
19281,Catenularia novae-zelandiae,1254734,species,1,1,"[48460, 47170, 48250, 372740, 53539, 372775, 152554, 328133, 353386, 1254734]"
19282,Lactarius frustratus,1255172,species,1,1,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1255172]"
19283,Cuphophyllus basidiosus,1255233,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1247546, 361640, 1255233]"
19284,Biscogniauxia nothofagi,1255565,species,1,1,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 792677, 127049, 1255565]"
19285,Dufourea africana,1255621,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232042, 502154, 1255621]"
19286,Xylodon niemelaei,1255642,species,1,1,"[48460, 47170, 47169, 492000, 50814, 57519, 118063, 499312, 1255642]"
19287,Kneiffiella pilaecystidiata,1255645,species,1,1,"[48460, 47170, 47169, 492000, 50814, 57519, 1255668, 1019787, 1255645]"
19288,Phlebiopsis griseofuscescens,1255711,species,1,1,"[48460, 47170, 47169, 492000, 50814, 47380, 118075, 202424, 1255711]"
19289,Xylaria xylarioides,1256853,species,1,1,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 55268, 1256853]"
19290,Puccinia morthieri,1257068,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 1257068]"
19291,Ustilentyloma brefeldii,1257132,species,1,1,"[48460, 47170, 47169, 416490, 152042, 152569, 1181042, 1257133, 1257132]"
19292,Ustilago scaura,1257327,species,1,1,"[48460, 47170, 47169, 951335, 83712, 83713, 83714, 151803, 1257327]"
19293,Dermea stellata,1257387,species,1,1,"[48460, 47170, 48250, 372740, 55523, 49073, 118024, 379460, 1257387]"
19294,Puccinia hackeliae,1257390,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 1257390]"
19295,Scolecostigmina palmivora,1257452,species,1,1,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 1028484, 1257452]"
19296,Entyloma achilleae,1257647,species,1,1,"[48460, 47170, 47169, 951335, 130023, 152585, 352313, 352312, 1257647]"
19297,Sporidesmiella novae-zelandiae,1258342,species,1,1,"[48460, 47170, 48250, 372740, 53539, 1258341, 352503, 1258342]"
19298,Phaeoclavulina viridis,1258387,species,1,1,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 349690, 1258387]"
19299,Stagonospora culmicola,1258413,species,1,1,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 352789, 375210, 1258413]"
19300,Alternaria padwickii,1258433,species,1,1,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 327993, 327996, 1258433]"
19301,Alternaria cucurbitae,1258435,species,1,1,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 327993, 327996, 1258435]"
19302,Alternaria alternantherae,1258460,species,1,1,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 327993, 327996, 1258460]"
19303,Minutisphaera,1258668,genus,1,1,"[48460, 47170, 48250, 372740, 55174, 791206, 791602, 1258668]"
19304,Marcelaria,1258701,genus,1,1,"[48460, 47170, 48250, 372740, 55174, 152541, 174800, 1258701]"
19305,Lobaria isidiophora,1258750,species,1,1,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 48713, 48714, 1258750]"
19306,Castanediella eucalypti,1258995,species,1,1,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 792599, 1258996, 1258995]"
19307,Boubovia nicholsonii,1259004,species,1,1,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 1259005, 1259004]"
19308,Elaphomyces mutabilis,1259036,species,1,1,"[48460, 47170, 48250, 372740, 117868, 372776, 152547, 176048, 175846, 1259036]"
19309,Cordyceps coleopterorum,1259440,species,1,1,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 58706, 58707, 1259440]"
19310,Bryomyces velenovskyi,1260387,species,1,1,"[48460, 47170, 48250, 372740, 55174, 373254, 912269, 1260387]"
19311,Neoclitocybe microspora,1260513,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 374895, 1260513]"
19312,Graphis duplicata,1260554,species,1,1,"[48460, 47170, 48250, 372740, 54743, 793487, 117956, 117991, 117992, 1260554]"
19313,Phyllosticta phaea,1260865,species,1,1,"[48460, 47170, 48250, 372740, 55174, 143718, 791584, 319634, 1260865]"
19314,Amanita angustispora,1260921,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142605, 1260921]"
19315,Mycena nivalis,1260992,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1260992]"
19316,Hygrocybe siccitatipapillata,1261016,species,1,1,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1261016]"
19317,Russula pseudopectinatoides,1261240,species,1,1,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396198, 1396204, 1261240]"
19318,Hallingea purpurea,1261718,species,1,1,"[48460, 47170, 47169, 492000, 50814, 891028, 152592, 373262, 1261719, 1261718]"
19319,Puccinia aromatica,1261975,species,1,1,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 1261975]"
